SNo,ObservationDate,Province,Country,LastUpdate,Confirmed,Deaths,Recovered
381,2019-12-07,,Cambodia,12/7/2019 23:59,1,0,0
382,2019-12-08,,Sri Lanka,12/8/2019 23:59,1,0,0
383,2019-12-09,New South Wales,Australia,12/9/2019 23:59,4,0,0
384,2019-12-10,Victoria,Australia,12/10/2019 23:59,1,0,0
385,2019-12-11,Bavaria,Germany,12/11/2019 23:59,4,0,0
386,2019-12-12,,Finland,12/12/2019 23:59,1,0,0
387,2019-12-13,,United Arab Emirates,12/13/2019 23:59,4,0,0
388,2020-08-01,Unknown,China,8/1/2020 19:30,0,0,0
389,2020-08-02,,Kiribati,8/2/2020 19:30,0,0,0
390,2020-08-03,Hubei,Mainland China,8/3/2020 19:30,4903,162,90
391,2020-08-04,Zhejiang,Mainland China,8/4/2020 19:30,428,0,4
392,2020-08-05,Guangdong,Mainland China,8/5/2020 19:30,354,0,10
393,2020-08-06,Henan,Mainland China,8/6/2020 19:30,278,2,2
394,2020-08-07,Hunan,Mainland China,8/7/2020 19:30,277,0,2
395,2020-08-08,Anhui,Mainland China,8/8/2020 19:30,200,0,2
396,2020-08-09,Chongqing,Mainland China,8/9/2020 19:30,182,0,1
397,2020-08-10,Jiangxi,Mainland China,8/10/2020 19:30,162,0,5
398,2020-08-11,Shandong,Mainland China,8/11/2020 19:30,158,0,1
399,2020-08-12,Sichuan,Mainland China,8/12/2020 19:30,142,1,1
400,2020-08-13,Jiangsu,Mainland China,8/13/2020 19:30,129,0,1
401,2020-09-01,Beijing,Mainland China,9/1/2020 19:30,114,1,4
402,2020-09-02,Shanghai,Mainland China,9/2/2020 19:30,112,1,5
403,2020-09-03,Fujian,Mainland China,9/3/2020 19:30,101,0,0
404,2020-09-04,Guangxi,Mainland China,9/4/2020 19:30,78,0,2
405,2020-09-05,Yunnan,Mainland China,9/5/2020 19:30,70,0,0
406,2020-09-06,Hebei,Mainland China,9/6/2020 19:30,65,1,0
407,2020-09-07,Shaanxi,Mainland China,9/7/2020 19:30,63,0,0
408,2020-09-08,Hainan,Mainland China,9/8/2020 19:30,46,1,1
409,2020-09-09,Heilongjiang,Mainland China,9/9/2020 19:30,44,2,0
410,2020-09-10,Liaoning,Mainland China,9/10/2020 19:30,41,0,1
411,2020-09-11,Shanxi,Mainland China,9/11/2020 19:30,35,0,1
412,2020-09-12,Tianjin,Mainland China,9/12/2020 19:30,31,0,0
413,2020-09-13,Gansu,Mainland China,9/13/2020 19:30,26,0,0
414,2020-09-14,Inner Mongolia,Mainland China,9/14/2020 19:30,19,0,0
415,2020-09-15,Ningxia,Mainland China,9/15/2020 19:30,17,0,0
416,2020-09-16,Jilin,Mainland China,9/16/2020 19:30,14,0,1
417,2020-09-17,Xinjiang,Mainland China,9/17/2020 19:30,14,0,0
418,2020-10-01,Guizhou,Mainland China,10/1/2020 19:30,12,0,1
419,2020-10-02,Hong Kong,Hong Kong,10/2/2020 19:30,10,0,0
420,2020-10-03,Taiwan,Taiwan,10/3/2020 19:30,9,0,0
421,2020-10-04,Qinghai,Mainland China,10/4/2020 19:30,8,0,0
422,2020-10-05,Macau,Macau,10/5/2020 19:30,7,0,0
423,2020-10-06,Tibet,Mainland China,10/6/2020 19:30,1,0,0
424,2020-10-07,Washington,US,10/7/2020 19:30,1,0,0
425,2020-10-08,Illinois,US,10/8/2020 19:30,1,0,0
426,2020-10-09,California,US,10/9/2020 19:30,2,0,0
427,2020-10-10,Arizona,US,10/10/2020 19:30,1,0,0
428,2020-10-11,,Japan,10/11/2020 19:30,11,0,1
429,2020-10-12,,Thailand,10/12/2020 19:30,14,0,7
430,2020-10-13,,South Korea,10/13/2020 19:30,4,0,0
431,2020-10-14,,Singapore,10/14/2020 19:30,10,0,0
432,2020-10-15,,Vietnam,10/15/2020 19:30,2,0,0
433,2020-11-01,,France,11/1/2020 19:30,5,0,0
434,2020-11-02,,Nepal,11/2/2020 19:30,1,0,0
435,2020-11-03,,Malaysia,11/3/2020 19:30,8,0,0
436,2020-11-04,Ontario,Canada,11/4/2020 19:30,2,0,0
437,2020-11-05,British Columbia,Canada,11/5/2020 19:30,1,0,0
438,2020-11-06,,Cambodia,11/6/2020 19:30,1,0,0
439,2020-11-07,,Sri Lanka,11/7/2020 19:30,1,0,0
440,2020-11-08,New South Wales,Australia,11/8/2020 19:30,4,0,2
441,2020-11-09,Victoria,Australia,11/9/2020 19:30,2,0,0
442,2020-11-10,Queensland,Australia,11/10/2020 19:30,3,0,0
443,2020-11-11,Bavaria,Germany,11/11/2020 19:30,4,0,0
444,2020-11-12,,Finland,11/12/2020 19:30,1,0,0
445,2020-11-13,,United Arab Emirates,11/13/2020 19:30,4,0,0
446,2020-11-14,,Philippines,11/14/2020 19:30,1,0,0
447,2020-11-15,,India,11/15/2020 19:30,1,0,0
448,2020-11-16,Unknown,China,11/16/2020 19:30,0,0,0
449,2020-11-17,,Kiribati,11/17/2020 19:30,0,0,0
450,2020-11-18,Hubei,Mainland China,11/18/2020 19:30,5806,204,141
451,2020-11-19,Zhejiang,Mainland China,11/19/2020 19:30,538,0,14
452,2020-11-20,Guangdong,Mainland China,11/20/2020 19:30,436,0,11
453,2020-11-21,Henan,Mainland China,11/21/2020 19:30,352,2,3
454,2020-11-22,Hunan,Mainland China,11/22/2020 19:30,332,0,2
455,2020-11-23,Jiangxi,Mainland China,11/23/2020 19:30,240,0,7
456,2020-11-24,Anhui,Mainland China,11/24/2020 19:30,237,0,3
457,2020-11-25,Chongqing,Mainland China,11/25/2020 19:30,211,0,1
458,2020-11-26,Shandong,Mainland China,11/26/2020 19:30,184,0,2
459,2020-11-27,Sichuan,Mainland China,11/27/2020 19:30,177,1,1
460,2020-11-28,Jiangsu,Mainland China,11/28/2020 19:30,168,0,5
461,2020-11-29,Beijing,Mainland China,11/29/2020 19:30,139,1,5
462,2020-12-01,Shanghai,Mainland China,11/30/2020 19:30,135,1,9
463,2020-12-02,Fujian,Mainland China,12/1/2020 19:30,120,0,0
464,2020-12-03,Guangxi,Mainland China,1/31/2020 23:59,87,0,2
465,2020-12-04,Shaanxi,Mainland China,1/31/2020 23:59,87,0,0
466,2020-12-05,Yunnan,Mainland China,1/31/2020 23:59,83,0,1
467,2020-12-06,Hebei,Mainland China,1/31/2020 23:59,82,1,0
468,2020-12-07,Heilongjiang,Mainland China,1/31/2020 23:59,59,2,0
469,2020-12-08,Hainan,Mainland China,1/31/2020 23:59,52,1,1
470,2020-12-09,Liaoning,Mainland China,1/31/2020 23:59,48,0,1
471,2020-12-10,Shanxi,Mainland China,1/31/2020 23:59,39,0,1
472,2020-12-11,Tianjin,Mainland China,1/31/2020 23:59,32,0,0
473,2020-12-12,Guizhou,Mainland China,1/31/2020 23:59,29,0,2
474,2020-12-13,Gansu,Mainland China,1/31/2020 23:59,29,0,0
475,2020-12-14,Ningxia,Mainland China,1/31/2020 23:59,21,0,0
476,2020-12-15,Inner Mongolia,Mainland China,1/31/2020 23:59,20,0,1
477,2020-12-16,Xinjiang,Mainland China,1/31/2020 23:59,17,0,0
478,2020-12-17,Jilin,Mainland China,1/31/2020 23:59,14,0,1
479,2020-12-18,Hong Kong,Hong Kong,1/31/2020 23:59,12,0,0
480,2020-12-19,Taiwan,Taiwan,1/31/2020 23:59,10,0,0
481,2020-12-20,Qinghai,Mainland China,1/31/2020 23:59,8,0,0
482,2020-12-21,Macau,Macau,1/31/2020 23:59,7,0,0
483,2020-12-22,Tibet,Mainland China,1/31/2020 23:59,1,0,0
484,2020-12-23,,Thailand,1/31/2020 23:59,19,0,8
485,2020-12-24,,Japan,1/31/2020 23:59,15,0,1
486,2020-12-25,,Singapore,1/31/2020 23:59,13,0,0
487,2020-12-26,,South Korea,1/31/2020 23:59,11,0,0
488,2020-12-27,,Malaysia,1/31/2020 23:59,8,0,0
489,2020-12-28,,France,1/31/2020 23:59,5,0,0
490,2020-12-29,Bavaria,Germany,1/31/2020 23:59,5,0,0
491,2020-12-30,New South Wales,Australia,1/31/2020 23:59,4,0,2
492,2020-10-16,,United Arab Emirates,1/31/2020 23:59,4,0,0
493,2020-10-17,Victoria,Australia,1/31/2020 23:59,3,0,0
494,2020-10-18,Illinois,US,1/31/2020 23:59,2,0,0
495,2020-10-19,California,US,1/31/2020 23:59,2,0,0
496,2020-10-20,,Vietnam,1/31/2020 23:59,2,0,0
497,2020-10-21,Ontario,Canada,1/31/2020 23:59,2,0,0
498,2020-10-22,Queensland,Australia,1/31/2020 23:59,2,0,0
499,2020-10-23,,Italy,1/31/2020 23:59,2,0,0
500,2020-10-24,,UK,1/31/2020 23:59,2,0,0
501,2020-10-25,,Russia,1/31/2020 23:59,2,0,0
502,2020-10-26,Washington,US,1/31/2020 23:59,1,0,0
503,2020-10-27,Arizona,US,1/31/2020 23:59,1,0,0
504,2020-10-28,,Nepal,1/31/2020 23:59,1,0,0
505,2020-10-29,British Columbia,Canada,1/31/2020 23:59,1,0,0
506,2020-08-13,,Cambodia,1/31/2020 23:59,1,0,0
507,2020-08-14,,Sri Lanka,1/31/2020 23:59,1,0,0
508,2020-08-15,,Finland,1/31/2020 23:59,1,0,0
509,2020-08-16,,Philippines,1/31/2020 23:59,1,0,0
510,2020-08-17,,India,1/31/2020 23:59,1,0,0
511,2020-08-18,,Sweden,1/31/2020 23:59,1,0,0
512,2020-08-19,Unknown,China,1/31/2020 23:59,0,0,0
513,2020-08-20,,Kiribati,1/31/2020 23:59,0,0,0
